,bulk_sample_1,scRNA_sample_1
Inca1,6,13
Gm16431,0,0
5330413P13Rik,11,0
Gm14182,0,0
Hs3st3a1,7,11
Rabepk,14,19
Gm16193,0,0
Gm15882,0,0
Gm11560,8,39
Pde1b,31,2
Rab14,192,376
Sprr2k,1,0
Slc35d2,5,0
Gm13668,0,0
Mmp3,3,0
Ifng,2,0
Otud7b,91,111
Ftsj1,15,22
Gatad1,47,46
Ubxn1,85,240
Gm9772,0,0
Arsb,439,18
Gm12480,0,0
Acsbg1,53,3
Nfe2l3,101,52
Ppp1r14d,4,0
Tarbp2,21,17
Gm12210,0,0
Plscr3,22,46
Gtsf1l,0,0
Tdrd12,3,0
Wdr24,37,27
Sult6b1,1,0
Eaf1,165,20
Sox8,12,8
Klhl34,1,0
Smt3h2-ps,7,0
Gm20447,0,0
Mkx,1,0
Hmgxb3,62,72
Slc25a19,34,16
Rabep2,55,53
Gosr2,95,28
Ankrd6,8,0
Gm7905,0,0
Ankrd55,2,0
S100pbp,29,0
Gm12710,0,0
Apip,9,53
Shc1,48,6
Clec4n,1,1
Gm9005,0,0
Nab2,11,21
Gm15410,0,0
Pnldc1,5,0
Gm7799,0,4
Vmn1r-ps64,0,0
Enpp5,61,49
Gm11950,0,0
Cd200r4,0,0
Moxd2,6,0
Rnf182,2,0
Tgm7,12,0
Rhox4c,0,0
Olfr350,0,0
Gm14150,5,2
Gm16206,1,2
Mir124a-1,0,0
Rpl37-ps1,0,8
Rnase1,28,7
Gm5621,0,1
BC039966,0,0
Gm13158,0,0
Gm14554,0,0
1700010D01Rik,1,0
Gm17186,0,0
Txlnb,3,1
Dpf2,71,46
Gm13362,0,0
Chd1,91,39
Pgbd5,4,16
Rps2-ps6,0,0
Hspb7,5,0
Gm6166,8,21
Alpk3,15,0
Olfr154,0,0
Gm10060,2,18
Gm11211,0,0
Gm13944,0,0
Gm14852,0,0
1110035H17Rik,0,2
Smtnl1,95,5
Gm6802,0,0
Olfr1499,0,0
Gm9725,0,0
Foxg1,53,22
Gm15574,1,0
Snord66,0,0
Myoz1,2,0
Hopx,37,19
9930111J21Rik1,0,0
Mir687,0,0
Gm5600,1,0
Vmac,14,70
Mir1900,0,0
Chid1,34,20
Cox6b2,5,2
Vmn1r82,0,0
Gm6252,3,88
Sf3b2,259,519
Gm13080,1,0
Olfr847,0,0
Vmn2r4,0,0
Zfp663,0,0
Olr1,4,0
Acyp1,6,117
Mnx1,1,0
Rcbtb1,50,58
Zmynd10,5,0
Ankrd1,10,0
Mep1a,169,1
Gm6457,2,2
Cdh22,64,4
Mchr1,1,0
Gm17304,0,0
Cdc20,32,3
Rtkn,42,111
Gm9944,0,0
Sncaip,3,19
Ccr6,22,0
Gm2420,1,0
Gm14202,0,0
Phlda1,12,29
Prss36,14,15
Olfr1212,0,0
Olfr547,0,0
2700049A03Rik,22,20
Gnl3,68,46
Hmgcl,16,8
Fam71a,0,0
Hgsnat,23,34
Batf2,7,0
Gm15803,0,0
Gm12611,1,0
Gm5513,2,0
Gm15504,0,1
Opa1,79,49
Lrrn3,8,0
Wbp2nl,0,0
6720489N17Rik,1,0
Ptpre,14,32
Elavl2,2,2
Gm14918,0,0
Gm12610,1,0
Rnf43,63,23
Lsamp,2,0
Zfp867,8,0
Vmn2r93,0,0
B3galt1,2,0
Tmem223,12,32
n-R5s48,0,0
Gm12410,0,0
E2f5,16,19
Atxn7l2,18,0
Olfr545,1,0
Sel1l,328,111
Mypn,11,0
Gm16152,0,0
Sphk2,54,80
Gfer,22,36
Traj5,0,0
Gm13339,1,244
Prame,1,0
Olfr475-ps1,0,0
Gm13601,0,0
Rdh16,1,0
Gm8526,0,2
Mir1946b,0,0
Gm12301,1,0
Sel1l2,12,0
Gm16333,0,0
Pfn4,0,0
Ccdc112,9,16
Ahnak2,26,464
Pla2g2d,22,12
Olfr972,0,0
Gm6136,18,86
Creb3l3,10,0
Dbf4,21,6
Bglap,7,4
Med29,8,30
Car2,18,138
Glce,24,1
Arhgef33,4,0
4930442J19Rik,0,0
Olfr1216,0,0
Fkrp,27,13
Frk,12,8
Olfr243,0,0
Gm15892,0,0
Olfr483,0,0
Sln,3,0
Rnf186,12,62
Ceacam16,2,0
Gm1818,2,0
mt-Nd5,962,0
Olfr1024,0,0
Gm9575,2,6
Atm,46,19
Dnajc28,5,2
Rnf133,0,0
Pla2g1b,21,3
Creld1,35,14
Rpl21-ps9,0,5
Slco1a6,1,0
Leng9,12,11
Gm13524,0,0
Ino80c,29,4
Mir465c-2,0,0
1700016C15Rik,2,0
Slc38a3,31,0
Gatad2b,83,63
Cplx3,5,0
Gm15988,0,0
Gm11823,0,0
Lipo1,0,8
Gm6539,0,0
Hist1h2bp,0,2
Abhd3,5,3
Mageb16,0,0
Phyh,107,46
Tigit,2,0
Alg6,65,38
Gm12910,0,0
Vmn1r-ps59,0,0
Tmem156,15,0
Hat1,37,8
Try10,0,0
Ripply1,1,0
Mppe1,11,2
Fn1,371,18
Gm12551,2,0
Gpd1,9,0
Btnl9,2,0
Ccnh,17,6
Gcat,12,7
Usp28,25,3
Ddah2,12,55
Gm10319,0,0
Orai3,18,92
Foxk1,85,7
Mfsd2a,20,15
Emx1,5,0
Hsd3b3,0,0
Npbwr1,4,0
1700060C20Rik,0,0
Olfr525,0,0
Hmga2,0,0
n-R5s165,0,0
Scfd1,60,23
Slc35f3,2,0
Zscan4e,0,0
Gm14413,0,0
Ccdc83,1,0
Isoc2b,10,22
Zscan10,2,0
Gm7860,0,0
Gm15034,0,0
Olfr987,0,0
Syvn1,97,40
Gm2606,0,0
Gm8258,1,0
Gm5967,0,0
Gm4559,0,0
Slc17a1,7,0
2410137M14Rik,1,0
Gm12514,0,0
Wnt9a,7,3
1700018A14Rik,0,0
Crat,22,19
Lrrc7,4,0
Fbxo45,57,12
Ifna1,0,0
Gm15021,0,0
Tecr,84,177
Ttc17,40,21
Gdi1,209,301
Sis,32,0
Metap2,119,204
Lhx6,4,0
Mccc1,236,30
Ctsr,0,0
Gfm1,47,17
Raf1,85,87
Otub1,77,131
Aqp6,7,0
Apod,100,6
Prickle3,18,25
Gm9116,0,0
Alg12,22,2
Gm12989,5,12
Rap1a-ps2,0,0
Atp1b4,1,0
Kcnf1,2,0
Gm12024,0,0
Olfr304,0,0
Vezt,34,87
Vmn2r88,0,0
Olfr3,0,0
Hmgb1-rs18,0,0
Gm15881,0,0
Gm4181,0,0
Olfr1188,0,0
Col4a4,6,78
Vmn1r165,0,0
Slmap,119,16
Gcc2,59,49
Gm16701,2,0
Olfr724,0,0
Dct,5,0
Bivm,15,7
Gm6736,0,0
Gm4887,1,0
Ccdc130,16,8
Gm3302,0,0
Thnsl2,15,4
Gm14303,22,231
Sstr5,3,0
B230319C09Rik,0,0
Gm10959,0,0
Olfr1241,0,0
Gm12127,0,0
Gm10058,0,0
1700102P08Rik,0,10
Gm3510,0,0
Arfgef2,347,61
Ddr2,9,4
Gm15215,0,0
Srpk1,108,96
Gm12872,0,0
Zfp541,3,0
Gm13485,0,0
Gm16142,0,0
Irf5,154,13
Gm7808,0,7
Gm7452,0,0
Plac8,19,441
Srpr,135,127
4930448D08Rik,0,0
Cbx5,68,73
Tmem9,15,49
Ube2v1,1,0
Ech1,53,138
Nbn,29,40
Dazap2,186,205
Gnat3,4,231
Gm15246,1,0
D11Bhm181e,0,0
Mmp1b,0,0
Gm13029,3,0
Ces3b,1,0
Zfp954,26,11
Prkar2a,39,48
Tmem42,6,24
Gm5786,0,2
Nmur2,16,0
Pabpc1l,1,0
Ttr,17,8
Vwa5b2,2,0
Gm12344,0,0
Gm6447,0,0
Chst7,22,10
Olfr872,0,0
5730435O14Rik,1,5
Rap1gap2,70,24
Foxo3,75,6
Hmcn1,6,0
Slc5a11,7,6
Gm14046,1,0
Gucy2d,9,1
Vmn1r163,0,0
Gpsm2,12,2
Gm12080,0,0
1700109G15Rik,0,0
Rgs19,42,43
Fam114a1,13,9
Olfr1406,0,0
Gm11627,1,0
Maml2,11,0
Ntn4,4,4
Tmem80,13,18
Gm6047,0,6
2210414B05Rik,0,0
Gm8459,1,4
Ube2nl,0,0
Gm9062,0,0
Rps18-ps2,0,0
Mtmr4,188,14
Slc35b1,83,48
Tekt5,12,68
Gm11813,0,0
Ywhah,95,108
Rogdi,175,145
Gm13829,0,0
Gm11512,0,0
Gm8566,16,91
P2ry4,2,0
Epha6,4,0
Gm11423,2,7
Ksr2,7,0
Enc1,37,160
Tktl2,0,0
Gm12345,3,0
Yif1b,51,68
Olfr819,0,0
Arhgap31,14,27
Gm17088,1,0
Bmpr1b,2,0
Gm10729,0,0
Nt5m,8,8
Wnt7a,6,2
Twist2,0,0
Gm13726,0,0
Gm16560,0,0
Ramp1,6,10
Strc,18,0
Btbd1,24,26
Gm15234,1,0
Casd1,27,34
Zfyve28,21,0
B3galnt1,6,1
Osbpl8,46,16
Gm14013,0,5
Gm12096,1,0
Gm13739,0,0
Pde12,32,8
Id1,7,5
Foxj2,92,32
Kcnn2,1,0
Olfr527,0,0
Gm6877,2,0
Dok4,6,0
Adat1,4,3
Tmem97,8,2
Pxn,158,66
Gm3835,0,0
Gm16362,0,0
Gtf2a1,76,63
Prkab1,44,29
Tnfaip8l2,3,0
Zc3h3,8,19
Prtn3,4,0
Gm4910,0,0
Gm13451,0,0
Csnk1e,28,82
Ugt2b38,0,0
Lxn,70,46
Kif23,32,10
Gm15590,3,27
Usp34,152,69
Gm9157,0,0
Nampt,351,37
Kpnb1,306,36
Cited1,8,15
Gm14736,0,0
Gm2343,0,0
Polr2d,18,24
Gm12899,0,0
Gm14037,0,6
Phf19,9,1
Defa-ps7,0,0
Acsm2,9,0
Cdh2,27,238
Adcyap1r1,32,0
Pon3,21,8
Map2k4,42,24
Gm15043,0,0
4930426L09Rik,0,8
Gm17450,0,0
Gm11596,0,0
Zfyve19,21,36
Myo6,112,305
Topbp1,67,22
St7l,27,19
Txndc2,0,0
Chtf18,17,0
Mir29c,0,2
Ambra1,91,31
Gm15493,0,0
Gm15488,0,0
Otx2,1,0
4930448H16Rik,0,0
4930483J18Rik,0,0
Dnajc24,16,8
Zfp640,0,0
Gm14162,0,0
Gm12465,0,0
Ankrd9,13,4
Gm15568,11,0
Gcnt2,10,32
Npffr1,4,0
Rilpl2,59,81
1700056E22Rik,4,29
Gm15498,0,0
Amy2a2,0,0
Gm14019,0,0
Rwdd3,2,4
Gm15206,0,0
Gm8346,0,0
Pgk2,0,0
Prmt2,26,35
Olfr1503-ps1,0,0
H13,117,95
Foxs1,17,6
Gm12274,0,0
Katnal1,72,11
Gm15175,0,0
Tmem125,4,0
Rfk,99,30
Gpank1,11,18
Gm10305,0,0
Il1rl1,22,3
Rapgef4,7,0
Tectb,17,0
Syncrip,79,36
Spem1,0,0
Gm8730,51,540
Sp5,1,0
Htr1d,2,0
Gm2768,0,0
Ggt1,15,2
Nsd1,227,163
Mup8,0,0
Rab3ip,21,19
Gm13104,0,0
Hsd3b4,0,0
Snora31,2,0
Igkv6-32,1,0
E230016M11Rik,4,4
Chrna3,18,0
Selenbp2,3,4
Casp4,206,25
Emp3,13,22
Mir694,0,0
Gm8093,0,0
Adamts13,68,0
Olfr608,0,0
C130073F10Rik,0,0
Gxylt2,20,0
Rap1b,168,64
Insrr,15,1
Gm13261,0,0
Klra17,0,0
Krt5,270,106
Med26,44,9
4930578G10Rik,0,0
Olfr998,0,0
Rpl36-ps3,0,19
Defa-ps12,0,0
Acss1,14,20
Gm10410,0,0
Psd,205,0
Fam49b,37,54
Defa-ps10,0,0
Nubp1,35,66
Gm16057,0,0
Il20,0,0
Gm14267,1,0
Trpc3,2,0
Ranbp17,14,0
Cnst,147,45
Gdf5,2,0
Vmn1r125,0,0
Gm16861,2,3
Rusc2,5,5
Abl1,90,29
Zfp758,8,0
Stard3nl,27,60
Rex2,0,0
BC031181,82,341
4632433K11Rik,0,0
Gtf3c3,22,29
Ccdc84,12,23
Gm40,0,0
Taf8,30,12
Gm13167,0,0
Olfr544,0,0
Dock8,38,6
Arl6ip5,68,58
Hmcn2,79,7
Olfr609,0,0
Gm2951,0,0
Cxcl14,13,1
Gm12469,0,0
Gm15760,3,0
Gm12155,0,26
Gramd2,11,14
Plekho2,35,55
Igkv5-39,0,0
Gm13324,0,0
Gm3616,0,0
Gm5555,9,26
Gm12108,2,0
Gm15773,0,24
Pafah2,26,9
Fam131b,2,0
Gm11731,0,0
Anks1,60,40
Necab3,1,0
Pyroxd2,7,0
Raver1,0,23
1700001L19Rik,2,0
Clec16a,126,44
Rab31,13,19
Zfp457,0,0
Gm11958,0,0
Plekhg3,84,67
Ttc9c,56,50
Grb7,113,129
Gltpd2,2,0
Igkv4-79,0,0
Kiss1r,3,0
Gm11799,0,0
Rnf31,65,69
Ptprb,25,4
Gm14469,0,0
Gm7571,0,0
Lbx1,1,0
Gm14587,0,0
Fam120b,54,47
Gm10516,2,0
Atp2b1,207,153
Gm16285,0,0
Rab24,14,99
Gm17230,1,0
Gm14811,0,0
Gm14496,0,0
Sdhb,80,224
Oaz2,16,62
Zwint,94,33
Gm14434,0,0
Gm7916,0,0
Tas2r121,0,0
Mir669h,0,0
Trim10,5,0
Hey1,8,7
Cacna1c,15,12
Sh3bgr,2,0
Tnmd,35,15
Gm12137,0,0
Josd1,101,46
Slco6b1,0,0
Fars2,33,73
Lmx1b,4,0
Angel2,50,60
1600012P17Rik,14,2
Brms1,1,101
Usp15,236,52
Mpzl1,23,27
Kcna6,2,0
Trit1,11,7
Fbxo8,34,16
Gm16298,0,0
Gm14053,0,2
Gm1979,0,0
Mir148a,0,0
Gm15401,1,17
Snora69,0,0
Gm14891,0,0
Gm7869,0,0
Fgf12,5,7
Ctsa,81,547
Trp53bp2,65,23
Gm18359,0,0
Zdhhc19,1,0
Zap70,6,5
Gm15840,0,0
Wdhd1,16,0
Gm11936,0,0
1810008B01Rik,1,0
Mir185,0,0
Gm12499,0,0
Gm12734,1,4
Gm12353,0,36
Vmn1r238,0,0
Olfr77,0,0
Map4k2,29,12
Trbv3,1,0
Rttn,22,0
Gm14279,0,5
Kank4,10,4
Gm9816,11,0
Renbp,32,91
Gm16269,0,0
Gm14897,1,0
Recql,33,10
Gm20480,0,0
Skint2,212,21
Mir1943,0,0
Gm12511,0,19
Spred1,26,9
Gm12979,4,0
Zfp568,30,1
Olfr1259,0,0
Gm12679,0,0
Brd4,146,243
Klhl2,79,1
Olfr8,0,0
Dbi,77,130
9530036O11Rik,1,0
Akr1c19,14,0
Spata18,2,0
Nek2,25,3
Gm11368,0,0
Gm15017,0,0
Olfr102,1,0
Klhl22,67,9
Asb15,1,0
Gm12918,0,13
Gm14642,0,0
Git2,38,88
Zfp275,42,4
4930465M20Rik,0,0
1700034H15Rik,3,0
Tmem183a,69,65
Slc46a1,6,7
Artn,1,14
Eps8l1,6,4
Mmp25,55,0
Vsx1,2,0
Chchd10,27,312
St6galnac6,3,29
Gm10324,0,0
Ccdc65,3,0
Scaf1,135,42
Mageb16-ps1,0,0
Serpine1,110,0
Gm11975,0,11
Olfr995,0,0
Dusp23,5,14
A230059L01Rik,0,0
Gm15160,0,0
C1ql1,3,0
Wfdc10,0,0
Yipf6,48,15
Plcd3,4,0
Grin1,13,2
Gm8202,0,0
Gadl1,3,16
Wls,87,11
Top2a,198,43
Mmp24,6,0
Gm4781,0,0
Snrpb2,29,25
Gm13856,0,0
Asb6,38,16
Tmem177,5,2
Luc7l3,87,95
Tssk6,1,0
Chd6,324,336
Epor,2,0
4930415L06Rik,0,0
Rpl10,293,508
Dcn,39,21
Gm16103,0,0
D630045J12Rik,5,0
Gm4117,0,1
Olfr90,0,0
Ifitm7,0,0
Gm12224,0,0
Olfr1217,0,0
Gm12681,0,0
Gm4767,0,0
Tmem120b,12,15
Tnfrsf17,15,0
Gm9818,0,0
Tmed5,50,57
Gm13100,0,0
Gm13841,1,9
Rab18,67,49
Tnks2,249,43
Gm10398,0,0
Akr1c6,0,0
Itgal,73,33
Olfr901,0,2
Gm14933,0,0
Grhpr,14,4
Naa30,42,0
Pip4k2a,44,33
Ehmt1,68,55
N4bp2,49,74
Gpr19,7,0
Mphosph9,48,7
Ssxb9,0,0
Tmem196,1,0
Gm14028,0,0
Prune2,64,4
Krtap3-1,1,0
Pawr,38,30
Edc3,32,30
0610030E20Rik,27,2
Cidea,4,2
Zfp750,136,39
Spam1,0,0
Itga2,19,0
Dppa5b,0,0
Tcerg1l,18,8
Trav10,0,0
Scgb1a1,20,20
Igkv10-94,0,0
Morn2,6,74
Prickle1,5,5
A430033K04Rik,12,24
Cdk14,30,3
Apc2,4,0
Sgsm3,20,36
Gm10097,0,0
Casc1,7,5
Gm12830,0,0
5031439G07Rik,385,70
Gm12222,0,0
Gm10532,1,0
Olfr884,0,0
Itpr1,54,6
Spag16,6,0
Mob2,21,46
Gm7638,1,5
Gon4l,28,55
Gm11407,0,48
Gm10684,0,0
Gm6245,0,6
Gm7978,0,0
H2-Oa,237,117
Mettl1,15,20
4930461C15Rik,0,0
Nsmce4a,41,65
Gm3176,0,0
Efcab7,5,7
Gm15011,0,0
9430024E24Rik,0,0
Cox8b,2,0
Bex6,1,0
Vcam1,512,20
4930534D22Rik,0,0
Nars2,9,0
Myh1,5,0
Gm11852,0,0
Gm7854,0,0
Amy2a5,0,0
Wdr47,33,56
Spint1,179,159
Ckap5,199,53
Tfb1m,6,4
4933416M07Rik,1,0
Olfr347,0,0
Gm14336,0,3
Xbp1,100,119
Mc2r,0,0
Gm11438,0,0
Clec10a,2,3
Farsa,62,33
Vmn2r-ps87,0,0
Gpr137c,2,0
Ms4a6c,1,3
Hmgxb4,27,61
Gm4956,3,0
Mir452,0,0
Gm12431,0,0
Klre1,0,0
Trnau1ap,27,53
Ythdc2,29,0
Ubr4,416,194
Krtap4-2,0,0
Map3k5,53,14
Mycbp2,206,147
Ntf3,1,0
Apoo-ps,3,11
F630028O10Rik,0,0
Gm11521,0,0
Ptx4,3,0
Mir186,0,0
Gm3267,0,0
Cst6,68,29
Gm10787,0,0
Gm4904,0,0
Gm15309,0,0
Slc16a14,2,0
Srsf9,38,180
Tubgcp6,26,8
Bckdha,9,54
Gm15105,0,0
Zfp408,34,17
Kdelr1,93,109
Sat2,2,2
Gm13556,0,0
Tas2r119,0,0
Tmem151a,8,0
1810046K07Rik,7,395
Tmem70,43,28
Gm20549,0,0
Rab1b,129,110
Sp4,22,32
Gm11263,2,295
Olfr1424,0,0
Gm16490,0,0
Cxcl12,14,27
Amtn,23,0
Pkn1,68,100
9430038I01Rik,4,12
Gm15779,0,0
Gm16261,0,0
Gm13733,0,0
Spata1,3,15
Acads,23,25
Gm15677,0,0
Olfr586,0,0
Vmn2r-ps45,0,0
Dlec1,9,18
Mir301,0,0
Mir758,0,0
Zfp248,5,12
Ldb1,69,59
Cdkl3,7,6
Tmem145,2,0
Gm14502,0,0
Gm9141,0,0
Gm12598,0,0
Prf1,3,0
Astx1c,0,0
Myl6,106,350
Rpl17,25,83
Ulk3,20,0
Hexa,31,87
Gm12313,0,0
Nat14,5,11
Rbm7,43,31
Smchd1,55,10
Tnfaip8l1,21,24
Hmmr,27,0
Gm13205,4,0
4930404N11Rik,1,0
D230022J07Rik,0,3
Mdfic,38,14
Gm12055,0,0
Scd2,618,99
Rab28,35,28
Phox2a,2,0
Adamdec1,11,2
Mir880,0,0
Olfr212,0,0
Celsr3,11,0
Foxa1,49,5
Gm14989,0,0
Ppp3ca,84,234
Pbrm1,183,160
Ppm1d,28,26
Ttc39b,20,3
Eif3d,89,169
Gm17162,0,0
Gm14927,0,0
Zfp287,3,3
Cacna1a,66,27
Gm11988,0,0
Gm14812,0,0
H2-DMb2,521,88
Gm13307,0,0
Gm15302,0,0
Saal1,15,109
Gm4775,0,0
Olfr639,0,0
Rpl5,177,92
Gm17103,1,0
1700087M22Rik,0,0
Ppp1r12c,57,31
Plg,3,0
4930432M17Rik,0,0
Gm11349,0,2
Mir1193,0,0
Aldh1a1,8,0
Tgtp1,4,5
Ltb4r1,1,0
Rpl18a-ps1,3,57
Plekhj1,41,115
Gm13183,2,0
Nek3,3,2
Lsm12,28,64
Sparcl1,20,2
Prss48,0,0
Tatdn2,57,12
Snord70,0,0
Ang-ps1,0,0
Lmf1,34,124
Gm15715,0,0
Nudcd1,45,11
Nefl,13,143
Ammecr1l,37,44
Trpt1,10,10
Gm11755,2,0
Gm10501,0,5
Gm12593,0,0
Gm12097,1,15
Aco2,308,151
Gm17036,0,0
Gm13147,0,0
Pxk,85,122
Gm5879,2,77
Kank3,5,0
Ablim3,8,14
Gm10863,0,0
Gm13630,0,0
Rhoj,3,3
mt-Nd4l,3,0
Gm13081,0,0
Ppip5k1,71,18
Mmp19,6,0
Gm5400,0,1
Lsm10,10,6
Hsp90aa1,384,729
Mei4,12,50
Gm6963,0,0
Gm13725,0,0
Hmgn1,54,209
Kcnmb4,3,15
Gm11483,0,0
Pola1,20,2
Gm9884,0,0
C230034O21Rik,1,0
Slc2a5,4,0
Plekhb1,5,27
Olfr603,0,0
Ndufa2,64,468
Fpr2,0,0
S100a3,68,13
Gm3594,0,0
Herc3,26,19
Gm14512,0,0
Baz1b,153,164
Olfr25,0,0
Gm14834,0,0
4930556L07Rik,1,0
Ccna2,48,1
Ehbp1,10,7
n-R5s92,0,0
Dlat,50,25
Gm15802,0,0
Ankrd23,1,23
Svip,3,18
Olfr140,0,0
Gm4992,0,0
Gm10619,0,0
Gm13742,0,0
Cd300lf,8,130
Uprt,28,0
Gm9923,1,3
Wbp2,198,369
Myh13,36,0
Ppp4r4,3,5
Got1,60,15
Gm8054,0,0
Etv2,3,0
Plekhg6,8,21
A530010F05Rik,2,2
As3mt,12,21
Gm15503,0,0
Gm7230,0,0
Dynlt1c,0,0
AL807811.1,0,0
Gm16383,0,0
Mir1930,0,0
Gm6509,0,0
Dusp4,561,34
Atxn10,127,60
Pdzrn4,10,5
Plxnb3,5,0
Wbp4,45,108
Mlst8,21,6
A230083N12Rik,0,0
Tars2,35,20
Polr3k,27,25
Gm6222,0,1
Myot,14,0
Olfr12,1,0
Olfr32,0,0
Tmem89,0,0
Ptcd1,18,16
Gm20391,0,0
D830013O20Rik,0,0
Rgs11,6,2
Tnfrsf23,13,0
1810065E05Rik,25,0
Gm14122,1,0
Fxr2,97,47
Gm17606,0,0
Pgf,7,2
Srsf5,221,155
Smarcc2,223,296
Defb13,0,0
Hcfc1r1,40,247
Gm12436,1,0
Olfr935,0,0
Olfr1195,0,0
Gstt3,44,27
Gm14775,0,0
Olfr478,0,0
Gm12909,0,0
Gm11184,0,0
Eya4,75,10
Cplx2,25,14
Gm14613,0,0
Gmps,46,15
Gm17420,0,0
Rpl22-ps1,8,33
Rpl18a,268,693
Gm8399,5,24
Gm12889,0,0
Mir182,0,0
Ndufa6,58,325
Map3k6,14,6
Gm11723,9,0
Klk1b27,5,3
Rbm42,0,0
B4galt7,8,16
Gm5145,0,0
Elfn2,38,0
Rbbp7,291,75
Ighv8-5,0,0
Mxd4,98,252
Elk4,54,51
Gm14709,0,0
Gm13744,0,0
Crb1,6,0
Gm15787,1,0
Opn1sw,0,0
Tmem50a,57,321
Pou5f1,10,0
Gm12917,0,0
Olfr690,0,0
B530045E10Rik,1,0
Amd2,0,0
Pglyrp3,1,0
A430060F13Rik,1,0
Kcna10,0,0
Gm13626,0,0
Rpl36-ps1,0,0
Gm7335,1,0
Wfdc1,5,0
Ddx43,2,0
Mir7-1,0,0
Armcx5,8,11
Mir669p-1,0,0
Gm5682,0,0
Lypd6b,15,0
Xlr3d-ps,0,0
Gm9964,0,0
Amt,12,9
Fbxw2,47,21
C8g,4,0
Arhgef16,98,87
Gtf3c2,27,60
Abhd12,53,31
Gm12834,0,0
Mir194-1,0,0
Gm13483,0,0
Gm11651,0,0
Cxcl17,7,5
Itgad,9,0
Csrp1,412,64
Egr3,34,72
4930548G14Rik,0,0
Gm14051,0,0
Gm17634,0,10
Ndufv2,94,118
BC051077,0,0
Agrp,3,0
1700006J14Rik,0,0
Olfr194,0,0
Ppara,2,0
Rrp15,12,13
Gm13740,0,5
Gm14635,0,0
Nup62cl,12,16
Aimp1,55,107
Gm12378,0,0
Impdh1,12,15
Slamf9,6,9
Irf9,69,127
Dppa3,21,10
Tcam1,4,0
Gimap9,11,16
N4bp3,14,49
Entpd1,5,3
Spink13,1,0
Lysmd1,2,2
n-R5s122,0,0
Ddx39,59,31
Kitl,31,0
Pdk1,30,12
Tanc1,65,80
Zc3hc1,17,31
Tmed1,17,22
Gm12331,0,3
Ugt1a6b,0,0
3110082J24Rik,0,0
n-R5s25,0,0
2610203C22Rik,1,3
Zc3h14,91,52
Rab25,72,393
Gm16553,1,0
Gm17115,0,0
Rps6kl1,16,1
Actn1,307,207
Snord37,1,15
Ppp2r5e,63,22
Ppp1r13l,14,7
Gm12425,0,0
Ccdc62,6,21
Ednra,8,4
Rgs5,463,54
1810014B01Rik,4,3
Haus2,14,33
Vmn2r87,0,0
Atg4b,69,38
Rhox11,0,0
Gm11060,0,0
Trbv16,1,0
Gm14516,0,0
C130074G19Rik,92,0
4930545L23Rik,0,2
Olfr1480,0,0
Dusp18,23,8
9330151L19Rik,2,5
P2ry6,2,4
Gm5678,4,0
Clrn3,54,0
Gm10925,87,1290
Olfr1048,0,0
Cdh4,47,0
Vmn1r-ps84,0,0
Gm15833,0,0
Pitx1,1,0
Prl4a1,0,0
Paqr5,9,0
Espn,57,1531
Pax8,8,0
Brd9,53,92
Gm7206,1,49
Vps45,21,8
Nbeal2,67,45
Grrp1,1,0
Trank1,26,0
Ngly1,27,9
Prdm6,1,0
Gm12186,1,0
Slc38a9,16,11
Slc17a4,18,0
Ltf,46,53
Ufc1,81,185
Gm17112,1,0
Gamt,1,50
Prps1l3,27,4
Hoxa5,0,3
Cnpy2,49,135
Sgta,82,53
Gm12947,1,0
Phax,26,56
Gm7292,0,4
8030423J24Rik,0,0
Usp54,26,3
Macrod2,20,139
Gm7735,0,0
Nisch,465,238
Olfr1347,0,0
Gm14828,0,0
Pank3,67,19
Fscn2,3,6
Tacr1,12,0
Zfp513,37,37
Xlr4d-ps,0,0
Cisd3,13,64
Gm16234,0,0
Gm9920,1,2
Serhl,61,29
Wdr75,33,8
Gm2056,0,0
Klhl5,92,58
Iglv1,1,0
Gm12098,0,0
Dgcr8,19,19
Nif3l1,17,6
Chd4,427,574
Gm3972,0,0
n-R5s74,0,0
Gpt,14,0
Mir486,0,0
Ptpn2,50,35
Gm14892,0,0
Psmb6-ps,0,0
Gm3376,0,0
Alg1,18,4
Gm11369,0,0
Gm6740,0,0
Tom1l2,108,32
Krt25,12,4
Gm13536,0,0
Rpl37,166,471
Igkv5-48,0,0
Gm14491,0,0
4933439K11Rik,3,0
Ankrd11,211,328
Olfr640,0,0
Olfr771,0,0
Abcb8,42,30
Gm5611,1,3
Stx11,111,0
Ube2l6,103,38
Slc35e1,112,25
Ypel1,3,1
Gm14102,1,0
Rpl23,185,735
Kctd2,15,35
Scyl1,53,93
Gm9531,4,12
Abcg3,2,0
Hoxc11,26,0
9330188P03Rik,2,0
Gm13486,0,0
Gm5129,0,0
CN725425,1,0
4930473A02Rik,1,0
Tdrd6,3,0
Capn12,2,0
n-R5s97,0,0
Gpc2,1,0
Colq,277,93
Gm11656,0,0
Olfr1220,0,0
Cdk2ap1,30,66
Gm15964,1,0
Nup37,15,6
Gm15880,0,0
Arpc5,206,276
Cmtm6,263,59
Mypop,4,5
Gm13058,1,0
Mir296,0,0
Il17re,30,7
Olfr1001-ps1,0,0
4933428C19Rik,0,0
Clcn7,48,34
Ccl22,185,23
Immp1l,12,27
Aldh2,44,1132
Myo1e,97,93
Gm10355,0,0
Abhd16b,8,0
